			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">기술의 공정성</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">투명성</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">사생활 보호</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">신뢰성</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">회복가능성</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">알고리즘 오류 해결력</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">책임성 측면에 초점을 맞춰 윤리적 사회적 함의에 대한 종합적 연구</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:42.02pt; vertical-align:middle; width:171.5pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">NSF &lsquo;</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">공정한 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">예측력</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;</span></span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000; height:23.16pt; width:125.16pt">\
			<p style="text-align:center"><span style="font-size:8pt"><span style="font-family:맑은 고딕">④</span></span><span style="font-size:8pt">AI </span><span style="font-size:8pt"><span style="font-family:맑은 고딕">시스템 안전 유지 및 안정성 확보</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:23.16pt; vertical-align:middle; width:157.38pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">디지털 인프라 보호와 사이버보안 방안 연구개발</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:23.16pt; vertical-align:middle; width:171.5pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">NSF &lsquo;</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">위해요인 대응 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">보호</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;\, DOE &lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">사이버보안</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;\, NIST &lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">공격모델</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;</span></span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000; height:22.27pt; width:125.16pt">\
			<p style="text-align:center"><span style="font-size:8pt"><span style="font-family:맑은 고딕">⑤</span></span><span style="font-size:8pt">AI </span><span style="font-size:8pt"><span style="font-family:맑은 고딕">직무교육과 실험 확대를 위한 공공데이터 확보</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:22.27pt; vertical-align:middle; width:157.38pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">구조화된 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">DB </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">및 비구조화된 자연어 문자 형태로 공공 데이터 확보 방안</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:22.27pt; vertical-align:middle; width:171.5pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">NASA &lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">지구과학 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">DB&rsquo;\, NIH &lsquo;</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">클라우드 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI DB</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">자원</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">국가보훈부 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&lsquo;</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">일반 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">베테랑 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">DB&rsquo;</span></span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000; height:31.62pt; width:125.16pt">\
			<p style="text-align:center"><span style="font-size:8pt"><span style="font-family:맑은 고딕">⑥</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">일관된 표준과 </span></span><span style="font-size:8pt">AI </span><span style="font-size:8pt"><span style="font-family:맑은 고딕">과학기술 측정 평가</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:31.62pt; vertical-align:middle; width:157.38pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">안전하고 효과적이며 사회적으로 기여하는 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">시스템 표준과 벤치마킹 방안 관련 연구개발</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:31.62pt; vertical-align:middle; width:171.5pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">NIST &lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">첨단제조업 표준</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;\, DOE\, DOD\, NIST\, NSF &lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">국제표준 마련 활동</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;</span></span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000; height:31.62pt; width:125.16pt">\
			<p style="text-align:center"><span style="font-size:8pt"><span style="font-family:맑은 고딕">⑦</span></span><span style="font-size:8pt">AI </span><span style="font-size:8pt"><span style="font-family:맑은 고딕">과학기술 노동력 수요에 대한 시의적절한 대응</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:31.62pt; vertical-align:middle; width:157.38pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">국가과학기술위원회</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">(NTSC) STEM </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">분야 교육 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">5</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">개년 계획에 맞춘 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">기술 교육기회 확대</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:31.62pt; vertical-align:middle; width:171.5pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">NSF &lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">교육 기반 정량적 사고</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;\, NSF &lsquo;</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">정보과학 및 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">노동력</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;</span></span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000 #000000; height:31.62pt; width:125.16pt">\
			<p style="text-align:center"><span style="font-size:8pt"><span style="font-family:맑은 고딕">⑧</span></span><span style="font-size:8pt">AI </span><span style="font-size:8pt"><span style="font-family:맑은 고딕">과학기술 발전을 위한 민관 파트너십 강화</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000 #000000; height:31.62pt; vertical-align:middle; width:157.38pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">민간의 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">기술의 단기 성과중심 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">R&amp;D</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">활동과 공공 부문의 장기적 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">R&amp;D </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">활동을 연계</span></span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000 #000000; height:31.62pt; vertical-align:middle; width:171.5pt">\
			<p><span style="font-size:8pt"><span style="font-family:맑은 고딕">NSF &lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">그림 알고리즘 재구성</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;\, DOD &lsquo;</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">메이븐 민간 협력 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">프로젝트</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;\, </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">국가보훈부 </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&lsquo;AI </span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">기반 신장 예측</span></span><span style="font-size:8pt"><span style="font-family:맑은 고딕">&rsquo;</span></span></p>\
			</td>\
		</tr>\
	</tbody>\
</table>\
,1,3,1.hwp,1.gif,241010,미국,,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
10421,Scoping the OECD AI principles : Deliberations of the Expert Group on Artificial Intelligence at the OECD (AIGO),OECD AI 원칙 : AI 시스템 라이프 사이클 프레임워크,,0,1573776000,0,https://www.oecd-ilibrary.org/science-and-technology/scoping-the-oecd-ai-principles_d62f618a-en;jsessionid=1fsIrq04eN9CpWMKtZC56cTP.ip-10-240-5-71,,OECD,28,보고서,인공지능(AI)\, AI 시스템 원칙,<p><span style="font-family:휴먼명조">▸</span>OECD<span style="font-family:휴먼명조">는 </span>AI <span style="font-family:휴먼명조">시스템 라이프 사이클과 발전 방향 보고서를 발표</span></p>\
\
<p>-<span style="font-size:12px"> &rsquo;18<span style="font-family:휴먼명조">년 </span>5<span style="font-family:휴먼명조">월 </span>OECD <span style="font-family:휴먼명조">디지털 경제정책 위원회는 향후 사회 전반에 걸쳐 </span>AI <span style="font-family:휴먼명조">과학 기술 확대를 위한 전문가 그룹</span><span style="font-family:휴먼명조">을 구성하여 </span>AI <span style="font-family:휴먼명조">발전 원칙 및 라이프 사이클 이슈를 도출 </span></span></p>\
\
<p>-<span style="font-size:12px"> AI <span style="font-family:휴먼명조">시스템 </span>3<span style="font-family:휴먼명조">대 구성요소는 </span><span style="font-family:휴먼명조">▲</span><span style="font-family:휴먼명조">데이터를 처리하는 센서 </span><span style="font-family:휴먼명조">▲</span><span style="font-family:휴먼명조">사람이 해석하기 어려운 복잡한 운영 원리</span>(operational logic) <span style="font-family:휴먼명조">▲</span><span style="font-family:휴먼명조">예측 제안 의사결정을 수행하는 구동</span>(actuator)<span style="font-family:휴먼명조">임</span></span></p>\
\
<p>-<span style="font-size:12px"><span style="font-family:휴먼명조"><span style="font-size:12px"><span style="font-family:HCI Poppy"> AI </span><span style="font-family:휴먼명조">시스템이 범용 적용되기 위해서는 ▲지속가능한 포용적 성장 ▲사람 중심의 가치체계 ▲투명성 ▲일관성 ▲통제 가능성 등 </span><span style="font-family:HCI Poppy">5</span><span style="font-family:휴먼명조">대 원칙에 기초해야 함</span></span></span></span></p>\
\
<p>-<span style="font-size:12px"><span style="font-family:휴먼명조"><span style="font-size:12px"><span style="font-family:휴먼명조"><span style="font-size:12px"><span style="font-family:HCI Poppy"> AI </span><span style="font-family:휴먼명조">시스템은 전통적인 소프트웨어와 유사하면서도 독특한 라이프 사이클 </span><span style="font-family:HCI Poppy">4</span><span style="font-family:휴먼명조">단계</span><span style="font-family:HCI Poppy">\, </span><span style="font-family:휴먼명조">즉 ▲</span><span style="font-family:HCI Poppy">(1</span><span style="font-family:휴먼명조">단계</span><span style="font-family:HCI Poppy">) </span><span style="font-family:휴먼명조">디자인</span><span style="font-family:HCI Poppy">\, </span><span style="font-family:휴먼명조">자료 및 모델 ▲</span><span style="font-family:HCI Poppy">(2</span><span style="font-family:휴먼명조">단계</span><span style="font-family:HCI Poppy">) </span><span style="font-family:휴먼명조">검증 ▲</span><span style="font-family:HCI Poppy">(3</span><span style="font-family:휴먼명조">단계</span><span style="font-family:HCI Poppy">) </span><span style="font-family:휴먼명조">적용 ▲</span><span style="font-family:HCI Poppy">(4</span><span style="font-family:휴먼명조">단계</span><span style="font-family:HCI Poppy">) </span><span style="font-family:휴먼명조">운영 및 모니터링을 통해 개발</span></span></span></span></span></span></p>\
\
<p style="margin-left:12pt"><span style="font-size:6pt"><span style="color:#ff0000">&nbsp; </span></span></p>\
\
<p><span style="font-family:휴먼명조">▸</span><span style="font-family:휴먼명조">향후 위와 같은 원칙을 기반으로 시민단체</span>\, <span style="font-family:휴먼명조">학계</span>\, <span style="font-family:휴먼명조">전문가</span>\, <span style="font-family:휴먼명조">민간 공공부문</span>\, <span style="font-family:휴먼명조">노동조합 및 개개인 등 다양한 관련 주최의 협력과 참여 속에서 발전될 전망</span></p>\
\
<p style="margin-left:12pt"><span style="font-size:6pt">&nbsp; </span></p>\
\
<p>&lt;<span style="font-family:한양중고딕">그림</span>&gt; AI <span style="font-family:한양중고딕">시스템 원칙과 라이프 사이클 관련 주체.</span></p>\
\
<p>&nbsp;</p>\
,1,3,\N,\N,241010,\N,,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
10422,新型智慧城市发展研究报告,중국의 새로운 스마트시티 개발을 위한 10대 요소,,0,1572566400,0,http://www.caict.ac.cn/kxyj/qwfb/bps/201911/P020191101400391218356.pdf,,CAICT(中国信息通信研究院)(中国信息通信研究院),58,보고서,smart city\, 스마트시티 구축 10대 요소,<p><span style="font-family:휴먼명조">▸</span><span style="font-family:휴먼명조">중국정보통신연구원</span>(CAICT)<span style="font-family:휴먼명조">은 새로운 스마트시티 구축 및 발전전략 방안을 발표</span>(&rsquo;19.10)\, <span style="font-family:휴먼명조">중국 스마트시티 중점 구축의 핵심요소로 정층 설계 등 </span>10<span style="font-family:휴먼명조">대 요소를 제시</span></p>\
\
<p>- 10<span style="font-family:휴먼명조">대 요인은 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">정층 설계</span>(Top-level design) <span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">조직체제 전문화 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">스마트 인프라 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">스마트 데이터 허브 및 에너지 센터 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">스마트 라이프 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">스마트 생산 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">스마트 관리감독 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">스마트 에코 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">기술혁신 및 표준체계 </span><span style="font-family:휴먼명조">△</span><span style="font-family:휴먼명조">안전보장 체계 </span></p>\
\
<p style="margin-left:12pt"><span style="font-size:6pt">&nbsp; </span></p>\
\
<p>&lt;<span style="font-family:한양중고딕">표</span>&gt; <span style="font-family:한양중고딕">중국정보통신연구원의 스마트시티 구축 </span>10<span style="font-family:한양중고딕">대 핵심요소</span></p>\
\
<table cellspacing="0" style="border-collapse:collapse; table-layout:fixed">\
	<tbody>\
		<tr>\
			<td style="background-color:#e5e5e5; border-color:#000000 #000000 #7f7f7f; height:14.65pt; width:110.99pt">\
			<p style="text-align:center">10<span style="font-family:맑은 고딕">대 핵심요인</span></p>\
			</td>\
			<td style="background-color:#e5e5e5; border-color:#000000 #000000 #7f7f7f; height:14.65pt; width:343.05pt">\
			<p style="text-align:center"><span style="font-family:맑은 고딕">주요 내용</span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000; height:60.82pt; width:110.99pt">\
			<p style="text-align:center"><span style="font-family:맑은 고딕">①</span><span style="font-family:맑은 고딕">정층 설계</span>(Top-level design)</p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:60.82pt; vertical-align:middle; width:343.05pt">\
			<p><span style="font-family:맑은 고딕">성</span><span style="font-family:맑은 고딕">\, </span><span style="font-family:맑은 고딕">시별 스마트시티 건설을 위한 새로운 구도 형성</span></p>\
\
			<p><span style="font-family:맑은 고딕">스마트시티 정층 설계가이드</span><span style="font-family:맑은 고딕">(&rsquo;19.1.)</span><span style="font-family:맑은 고딕">에 따라 국가급 도시</span><span style="font-family:맑은 고딕">(23%)\, </span><span style="font-family:맑은 고딕">성급 도시</span><span style="font-family:맑은 고딕">(52%)\, </span><span style="font-family:맑은 고딕">중앙 직속 개발도시</span><span style="font-family:맑은 고딕">(94%)\, </span><span style="font-family:맑은 고딕">지급시</span><span style="font-family:맑은 고딕">(71%)\, </span><span style="font-family:맑은 고딕">현급시</span><span style="font-family:맑은 고딕">(25%)</span><span style="font-family:맑은 고딕">를 대상으로 추진</span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000; height:28.82pt; width:110.99pt">\
			<p style="text-align:center"><span style="font-family:맑은 고딕">②</span><span style="font-family:맑은 고딕">조직체제 전문화</span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:28.82pt; vertical-align:middle; width:343.05pt">\
			<p><span style="font-family:맑은 고딕">새로운 스마트시티 건설에서 심사관리 제도</span><span style="font-family:맑은 고딕">\, </span><span style="font-family:맑은 고딕">사업 자금 사용 관리감독</span><span style="font-family:맑은 고딕">\, </span><span style="font-family:맑은 고딕">재정 자금 사용 등 업무 공유 및 효율화</span></p>\
			</td>\
		</tr>\
		<tr>\
			<td style="background-color:#e6eef7; border-color:#7f7f7f #000000; height:44.82pt; width:110.99pt">\
			<p style="text-align:center"><span style="font-family:맑은 고딕">③</span><span style="font-family:맑은 고딕">스마트 인프라</span></p>\
			</td>\
			<td style="border-color:#7f7f7f #000000; height:44.82pt; vertical-align:middle; width:343.05pt">\
			<p><span style="font-family:맑은 고딕">5G </span><span style="font-family:맑은 고딕">상용화 및 사물인터넷 추진과 사물인터넷 감지 시설 구축</span></p>\
\
